ST.Date.H,A_Win.speed,A_Occurrence,B_ST.Date.H,B_Win.speed,B_Occurrence,C_ST.Date.H,C_Win.speed,C_Occurrence,D_ST.Date.H,D_Win.speed,D_Occurrence
SM4-A.2023-11-19 12:00:00,13.62,0,SM4-B.2023-11-19 12:00:00,15.48,0,SM4-C.2023-11-19 12:00:00,13.78,0,SM4-D.2023-11-19 12:00:00,18.23,0
SM4-A.2023-11-19 13:00:00,15.03,0,SM4-B.2023-11-19 13:00:00,15.95,0,SM4-C.2023-11-19 13:00:00,13.72,0,SM4-D.2023-11-19 13:00:00,19.29,0
SM4-A.2023-11-19 14:00:00,15.26,0,SM4-B.2023-11-19 14:00:00,15.4,0,SM4-C.2023-11-19 14:00:00,14.07,0,SM4-D.2023-11-19 14:00:00,18.48,0
SM4-A.2023-11-19 15:00:00,15.96,0,SM4-B.2023-11-19 15:00:00,13.78,0,SM4-C.2023-11-19 15:00:00,15.16,0,SM4-D.2023-11-19 15:00:00,19.3,0
SM4-A.2023-11-19 16:00:00,15.09,0,SM4-B.2023-11-19 16:00:00,14.66,0,SM4-C.2023-11-19 16:00:00,14.76,0,SM4-D.2023-11-19 16:00:00,18.52,0
SM4-A.2023-11-19 17:00:00,12.41,2,SM4-B.2023-11-19 17:00:00,14.04,5,SM4-C.2023-11-19 17:00:00,12.86,13,SM4-D.2023-11-19 17:00:00,17.22,7
SM4-A.2023-11-19 18:00:00,10.74,9,SM4-B.2023-11-19 18:00:00,11.81,6,SM4-C.2023-11-19 18:00:00,12.66,14,SM4-D.2023-11-19 18:00:00,16.49,8
SM4-A.2023-11-19 19:00:00,11.25,27,SM4-B.2023-11-19 19:00:00,12,48,SM4-C.2023-11-19 19:00:00,12.84,7,SM4-D.2023-11-19 19:00:00,17.12,4
SM4-A.2023-11-19 20:00:00,10.14,11,SM4-B.2023-11-19 20:00:00,11.54,39,SM4-C.2023-11-19 20:00:00,11.76,4,SM4-D.2023-11-19 20:00:00,14.07,3
SM4-A.2023-11-19 21:00:00,9.07,3,SM4-B.2023-11-19 21:00:00,9.93,3,SM4-C.2023-11-19 21:00:00,10.55,1,SM4-D.2023-11-19 21:00:00,12.04,3
SM4-A.2023-11-19 22:00:00,7.03,2,SM4-B.2023-11-19 22:00:00,6.9,35,SM4-C.2023-11-19 22:00:00,8.43,3,SM4-D.2023-11-19 22:00:00,9.72,2
SM4-A.2023-11-19 23:00:00,4.2,21,SM4-B.2023-11-19 23:00:00,4.45,35,SM4-C.2023-11-19 23:00:00,4.88,14,SM4-D.2023-11-19 23:00:00,8.44,7
SM4-A.2023-11-20,3.75,7,SM4-B.2023-11-20,3.67,38,SM4-C.2023-11-20,3.64,10,SM4-D.2023-11-20,7.25,7
SM4-A.2023-11-20 01:00:00,4.64,9,SM4-B.2023-11-20 01:00:00,4.51,8,SM4-C.2023-11-20 01:00:00,3.99,4,SM4-D.2023-11-20 01:00:00,6.16,3
SM4-A.2023-11-20 02:00:00,5.18,6,SM4-B.2023-11-20 02:00:00,4.6,9,SM4-C.2023-11-20 02:00:00,4.5,19,SM4-D.2023-11-20 02:00:00,5.2,7
SM4-A.2023-11-20 03:00:00,5.04,3,SM4-B.2023-11-20 03:00:00,4.52,12,SM4-C.2023-11-20 03:00:00,4.97,12,SM4-D.2023-11-20 03:00:00,4.58,6
SM4-A.2023-11-20 04:00:00,5.02,3,SM4-B.2023-11-20 04:00:00,4.67,24,SM4-C.2023-11-20 04:00:00,5.35,0,SM4-D.2023-11-20 04:00:00,4.8,22
SM4-A.2023-11-20 05:00:00,4.77,1,SM4-B.2023-11-20 05:00:00,4.48,31,SM4-C.2023-11-20 05:00:00,6.7,21,SM4-D.2023-11-20 05:00:00,4.93,2
SM4-A.2023-11-20 06:00:00,6.75,0,SM4-B.2023-11-20 06:00:00,6.4,0,SM4-C.2023-11-20 06:00:00,8.83,0,SM4-D.2023-11-20 06:00:00,5.97,0
SM4-A.2023-11-20 07:00:00,5.62,0,SM4-B.2023-11-20 07:00:00,5.64,0,SM4-C.2023-11-20 07:00:00,8.33,0,SM4-D.2023-11-20 07:00:00,6.25,0
SM4-A.2023-11-20 08:00:00,8.41,0,SM4-B.2023-11-20 08:00:00,8.78,0,SM4-C.2023-11-20 08:00:00,10.11,0,SM4-D.2023-11-20 08:00:00,9.55,0
SM4-A.2023-11-20 09:00:00,10.4,0,SM4-B.2023-11-20 09:00:00,10.65,0,SM4-C.2023-11-20 09:00:00,10.83,0,SM4-D.2023-11-20 09:00:00,10.81,0
SM4-A.2023-11-20 10:00:00,8.23,0,SM4-B.2023-11-20 10:00:00,8.99,0,SM4-C.2023-11-20 10:00:00,8.54,0,SM4-D.2023-11-20 10:00:00,9.97,0
SM4-A.2023-11-20 11:00:00,8.38,0,SM4-B.2023-11-20 11:00:00,9.04,0,SM4-C.2023-11-20 11:00:00,8.42,0,SM4-D.2023-11-20 11:00:00,11.99,0
SM4-A.2023-11-20 12:00:00,9.15,0,SM4-B.2023-11-20 12:00:00,9.64,0,SM4-C.2023-11-20 12:00:00,8.53,0,SM4-D.2023-11-20 12:00:00,11.61,0
SM4-A.2023-11-20 13:00:00,8.94,0,SM4-B.2023-11-20 13:00:00,8.29,0,SM4-C.2023-11-20 13:00:00,10.37,0,SM4-D.2023-11-20 13:00:00,11.2,0
SM4-A.2023-11-20 14:00:00,9.42,0,SM4-B.2023-11-20 14:00:00,8.63,0,SM4-C.2023-11-20 14:00:00,12.27,0,SM4-D.2023-11-20 14:00:00,13.22,0
SM4-A.2023-11-20 15:00:00,11.5,0,SM4-B.2023-11-20 15:00:00,10.21,0,SM4-C.2023-11-20 15:00:00,12.52,0,SM4-D.2023-11-20 15:00:00,13.71,0
SM4-A.2023-11-20 16:00:00,13.94,0,SM4-B.2023-11-20 16:00:00,10.36,0,SM4-C.2023-11-20 16:00:00,12.78,0,SM4-D.2023-11-20 16:00:00,14.07,0
SM4-A.2023-11-20 17:00:00,11.16,4,SM4-B.2023-11-20 17:00:00,12.65,9,SM4-C.2023-11-20 17:00:00,14.22,4,SM4-D.2023-11-20 17:00:00,16.31,2
SM4-A.2023-11-20 18:00:00,9.83,11,SM4-B.2023-11-20 18:00:00,9.69,14,SM4-C.2023-11-20 18:00:00,11.23,15,SM4-D.2023-11-20 18:00:00,14.42,3
SM4-A.2023-11-20 19:00:00,10.24,18,SM4-B.2023-11-20 19:00:00,10.23,40,SM4-C.2023-11-20 19:00:00,9.97,11,SM4-D.2023-11-20 19:00:00,12.6,6
SM4-A.2023-11-20 20:00:00,10.29,5,SM4-B.2023-11-20 20:00:00,10.2,20,SM4-C.2023-11-20 20:00:00,9.93,4,SM4-D.2023-11-20 20:00:00,12.84,1
SM4-A.2023-11-20 21:00:00,9.78,1,SM4-B.2023-11-20 21:00:00,11.17,6,SM4-C.2023-11-20 21:00:00,10.57,3,SM4-D.2023-11-20 21:00:00,12.16,3
SM4-A.2023-11-20 22:00:00,8.51,0,SM4-B.2023-11-20 22:00:00,9.72,4,SM4-C.2023-11-20 22:00:00,11.09,10,SM4-D.2023-11-20 22:00:00,12.33,2
SM4-A.2023-11-20 23:00:00,7.93,3,SM4-B.2023-11-20 23:00:00,8.03,18,SM4-C.2023-11-20 23:00:00,9.46,4,SM4-D.2023-11-20 23:00:00,9.99,2
SM4-A.2023-11-21,7.81,2,SM4-B.2023-11-21,8.09,7,SM4-C.2023-11-21,9.74,4,SM4-D.2023-11-21,9.88,3
SM4-A.2023-11-21 01:00:00,7.31,2,SM4-B.2023-11-21 01:00:00,7.14,17,SM4-C.2023-11-21 01:00:00,9.86,13,SM4-D.2023-11-21 01:00:00,9.65,2
SM4-A.2023-11-21 02:00:00,5.57,3,SM4-B.2023-11-21 02:00:00,5.3,30,SM4-C.2023-11-21 02:00:00,7.52,8,SM4-D.2023-11-21 02:00:00,7.66,3
SM4-A.2023-11-21 03:00:00,4.86,5,SM4-B.2023-11-21 03:00:00,5.06,23,SM4-C.2023-11-21 03:00:00,5.9,12,SM4-D.2023-11-21 03:00:00,6.94,8
SM4-A.2023-11-21 04:00:00,5.3,3,SM4-B.2023-11-21 04:00:00,5.39,27,SM4-C.2023-11-21 04:00:00,7.75,16,SM4-D.2023-11-21 04:00:00,8.31,12
SM4-A.2023-11-21 05:00:00,5.7,1,SM4-B.2023-11-21 05:00:00,5.61,5,SM4-C.2023-11-21 05:00:00,8.07,15,SM4-D.2023-11-21 05:00:00,8.93,5
SM4-A.2023-11-21 06:00:00,4.83,0,SM4-B.2023-11-21 06:00:00,5.04,1,SM4-C.2023-11-21 06:00:00,6.73,0,SM4-D.2023-11-21 06:00:00,8.59,0
SM4-A.2023-11-21 07:00:00,4.86,0,SM4-B.2023-11-21 07:00:00,5.19,0,SM4-C.2023-11-21 07:00:00,7.48,0,SM4-D.2023-11-21 07:00:00,8.62,0
SM4-A.2023-11-21 08:00:00,5.19,0,SM4-B.2023-11-21 08:00:00,5.76,0,SM4-C.2023-11-21 08:00:00,7.77,0,SM4-D.2023-11-21 08:00:00,9.61,0
SM4-A.2023-11-21 09:00:00,5.05,0,SM4-B.2023-11-21 09:00:00,6.43,0,SM4-C.2023-11-21 09:00:00,6.83,0,SM4-D.2023-11-21 09:00:00,9.16,0
SM4-A.2023-11-21 10:00:00,6.76,0,SM4-B.2023-11-21 10:00:00,6.82,0,SM4-C.2023-11-21 10:00:00,8.22,0,SM4-D.2023-11-21 10:00:00,9.66,0
SM4-A.2023-11-21 11:00:00,9.46,0,SM4-B.2023-11-21 11:00:00,9.25,0,SM4-C.2023-11-21 11:00:00,9.36,0,SM4-D.2023-11-21 11:00:00,10.54,0
SM4-A.2023-11-21 12:00:00,10.28,0,SM4-B.2023-11-21 12:00:00,9.38,0,SM4-C.2023-11-21 12:00:00,9.38,0,SM4-D.2023-11-21 12:00:00,12.19,0
SM4-A.2023-11-21 13:00:00,10.51,0,SM4-B.2023-11-21 13:00:00,9.35,0,SM4-C.2023-11-21 13:00:00,9.81,0,SM4-D.2023-11-21 13:00:00,11.99,0
SM4-A.2023-11-21 14:00:00,10.61,0,SM4-B.2023-11-21 14:00:00,10.05,0,SM4-C.2023-11-21 14:00:00,9.82,0,SM4-D.2023-11-21 14:00:00,12.98,0
SM4-A.2023-11-21 15:00:00,10.11,0,SM4-B.2023-11-21 15:00:00,10.26,0,SM4-C.2023-11-21 15:00:00,9.96,0,SM4-D.2023-11-21 15:00:00,11.62,0
SM4-A.2023-11-21 16:00:00,9.93,0,SM4-B.2023-11-21 16:00:00,8.12,0,SM4-C.2023-11-21 16:00:00,9.06,0,SM4-D.2023-11-21 16:00:00,9.62,0
SM4-A.2023-11-21 17:00:00,7.49,5,SM4-B.2023-11-21 17:00:00,7.71,3,SM4-C.2023-11-21 17:00:00,8.65,7,SM4-D.2023-11-21 17:00:00,9.67,15
SM4-A.2023-11-21 18:00:00,7.08,20,SM4-B.2023-11-21 18:00:00,6.67,16,SM4-C.2023-11-21 18:00:00,7.79,36,SM4-D.2023-11-21 18:00:00,8,16
SM4-A.2023-11-21 19:00:00,7.31,14,SM4-B.2023-11-21 19:00:00,7.45,51,SM4-C.2023-11-21 19:00:00,9.14,17,SM4-D.2023-11-21 19:00:00,10.2,4
SM4-A.2023-11-21 20:00:00,8.32,0,SM4-B.2023-11-21 20:00:00,7.75,12,SM4-C.2023-11-21 20:00:00,8.02,12,SM4-D.2023-11-21 20:00:00,9.37,0
SM4-A.2023-11-21 21:00:00,5.82,3,SM4-B.2023-11-21 21:00:00,5.63,30,SM4-C.2023-11-21 21:00:00,7.24,20,SM4-D.2023-11-21 21:00:00,9.07,1
SM4-A.2023-11-21 22:00:00,5.73,10,SM4-B.2023-11-21 22:00:00,5.69,21,SM4-C.2023-11-21 22:00:00,6.8,34,SM4-D.2023-11-21 22:00:00,8.26,10
SM4-A.2023-11-21 23:00:00,4.74,9,SM4-B.2023-11-21 23:00:00,4.69,17,SM4-C.2023-11-21 23:00:00,6.35,40,SM4-D.2023-11-21 23:00:00,6.75,6
SM4-A.2023-11-22,3.65,12,SM4-B.2023-11-22,4.19,43,SM4-C.2023-11-22,3.94,36,SM4-D.2023-11-22,6.77,11
SM4-A.2023-11-22 01:00:00,3.27,47,SM4-B.2023-11-22 01:00:00,3.88,40,SM4-C.2023-11-22 01:00:00,3.97,17,SM4-D.2023-11-22 01:00:00,7.16,10
SM4-A.2023-11-22 02:00:00,3.74,12,SM4-B.2023-11-22 02:00:00,3.89,32,SM4-C.2023-11-22 02:00:00,3.84,8,SM4-D.2023-11-22 02:00:00,7.29,5
SM4-A.2023-11-22 03:00:00,3.45,9,SM4-B.2023-11-22 03:00:00,3.24,44,SM4-C.2023-11-22 03:00:00,3.34,3,SM4-D.2023-11-22 03:00:00,6.69,5
SM4-A.2023-11-22 04:00:00,3.24,3,SM4-B.2023-11-22 04:00:00,3.13,27,SM4-C.2023-11-22 04:00:00,3.69,4,SM4-D.2023-11-22 04:00:00,5.68,9
SM4-A.2023-11-22 05:00:00,3.17,5,SM4-B.2023-11-22 05:00:00,3.46,36,SM4-C.2023-11-22 05:00:00,3.65,12,SM4-D.2023-11-22 05:00:00,6.06,0
SM4-A.2023-11-22 06:00:00,3.36,0,SM4-B.2023-11-22 06:00:00,3.67,0,SM4-C.2023-11-22 06:00:00,4.33,0,SM4-D.2023-11-22 06:00:00,6.9,0
SM4-A.2023-11-22 07:00:00,3.95,0,SM4-B.2023-11-22 07:00:00,4.08,0,SM4-C.2023-11-22 07:00:00,4.49,0,SM4-D.2023-11-22 07:00:00,7.31,0
SM4-A.2023-11-22 08:00:00,3.13,0,SM4-B.2023-11-22 08:00:00,3.78,0,SM4-C.2023-11-22 08:00:00,5.75,0,SM4-D.2023-11-22 08:00:00,7.92,0
SM4-A.2023-11-22 09:00:00,5.24,0,SM4-B.2023-11-22 09:00:00,5.59,0,SM4-C.2023-11-22 09:00:00,7.16,0,SM4-D.2023-11-22 09:00:00,8.92,0
SM4-A.2023-11-22 10:00:00,6.31,0,SM4-B.2023-11-22 10:00:00,6.11,0,SM4-C.2023-11-22 10:00:00,7.83,0,SM4-D.2023-11-22 10:00:00,9.65,0
SM4-A.2023-11-22 11:00:00,7.41,0,SM4-B.2023-11-22 11:00:00,7.35,0,SM4-C.2023-11-22 11:00:00,6.49,0,SM4-D.2023-11-22 11:00:00,9.26,0
SM4-A.2023-11-22 12:00:00,7.84,0,SM4-B.2023-11-22 12:00:00,7.31,0,SM4-C.2023-11-22 12:00:00,7.19,0,SM4-D.2023-11-22 12:00:00,8.51,0
SM4-A.2023-11-22 13:00:00,9.57,0,SM4-B.2023-11-22 13:00:00,7.9,0,SM4-C.2023-11-22 13:00:00,8.45,0,SM4-D.2023-11-22 13:00:00,9.17,0
SM4-A.2023-11-22 14:00:00,8,0,SM4-B.2023-11-22 14:00:00,7.46,0,SM4-C.2023-11-22 14:00:00,8.29,0,SM4-D.2023-11-22 14:00:00,8.58,0
SM4-A.2023-11-22 15:00:00,6.17,0,SM4-B.2023-11-22 15:00:00,5.85,0,SM4-C.2023-11-22 15:00:00,8.7,0,SM4-D.2023-11-22 15:00:00,8.33,0
SM4-A.2023-11-22 16:00:00,9.09,0,SM4-B.2023-11-22 16:00:00,8.51,0,SM4-C.2023-11-22 16:00:00,7.38,0,SM4-D.2023-11-22 16:00:00,8.8,0
SM4-A.2023-11-22 17:00:00,9.72,6,SM4-B.2023-11-22 17:00:00,8.79,4,SM4-C.2023-11-22 17:00:00,9.3,3,SM4-D.2023-11-22 17:00:00,10.56,15
SM4-A.2023-11-22 18:00:00,8.66,34,SM4-B.2023-11-22 18:00:00,8.49,29,SM4-C.2023-11-22 18:00:00,9.24,8,SM4-D.2023-11-22 18:00:00,10.96,29
SM4-A.2023-11-22 19:00:00,7.46,21,SM4-B.2023-11-22 19:00:00,7.52,32,SM4-C.2023-11-22 19:00:00,10.69,6,SM4-D.2023-11-22 19:00:00,10.62,2
SM4-A.2023-11-22 20:00:00,8.54,0,SM4-B.2023-11-22 20:00:00,8.3,13,SM4-C.2023-11-22 20:00:00,9.76,3,SM4-D.2023-11-22 20:00:00,10.02,5
SM4-A.2023-11-22 21:00:00,9.32,8,SM4-B.2023-11-22 21:00:00,8.97,1,SM4-C.2023-11-22 21:00:00,11.27,3,SM4-D.2023-11-22 21:00:00,12.03,1
SM4-A.2023-11-22 22:00:00,9.43,2,SM4-B.2023-11-22 22:00:00,8.83,3,SM4-C.2023-11-22 22:00:00,9.21,1,SM4-D.2023-11-22 22:00:00,8.63,0
SM4-A.2023-11-22 23:00:00,7.51,6,SM4-B.2023-11-22 23:00:00,8.29,2,SM4-C.2023-11-22 23:00:00,8.77,2,SM4-D.2023-11-22 23:00:00,9.29,5
SM4-A.2023-11-23,6.19,4,SM4-B.2023-11-23,6.11,30,SM4-C.2023-11-23,6.3,5,SM4-D.2023-11-23,8.92,9
SM4-A.2023-11-23 01:00:00,4.17,18,SM4-B.2023-11-23 01:00:00,4.66,57,SM4-C.2023-11-23 01:00:00,4.23,33,SM4-D.2023-11-23 01:00:00,8.36,9
SM4-A.2023-11-23 02:00:00,4.63,16,SM4-B.2023-11-23 02:00:00,4.4,38,SM4-C.2023-11-23 02:00:00,4.15,2,SM4-D.2023-11-23 02:00:00,7.9,2
SM4-A.2023-11-23 03:00:00,4.33,8,SM4-B.2023-11-23 03:00:00,4.43,19,SM4-C.2023-11-23 03:00:00,4.08,1,SM4-D.2023-11-23 03:00:00,7.89,5
SM4-A.2023-11-23 04:00:00,5,5,SM4-B.2023-11-23 04:00:00,5.08,11,SM4-C.2023-11-23 04:00:00,5.59,1,SM4-D.2023-11-23 04:00:00,7.87,7
SM4-A.2023-11-23 05:00:00,6.2,1,SM4-B.2023-11-23 05:00:00,6.43,19,SM4-C.2023-11-23 05:00:00,7.28,15,SM4-D.2023-11-23 05:00:00,7.99,2
SM4-A.2023-11-23 06:00:00,7.21,0,SM4-B.2023-11-23 06:00:00,6.57,0,SM4-C.2023-11-23 06:00:00,7.52,0,SM4-D.2023-11-23 06:00:00,8.41,0
SM4-A.2023-11-23 07:00:00,8.5,0,SM4-B.2023-11-23 07:00:00,7.78,0,SM4-C.2023-11-23 07:00:00,9.94,0,SM4-D.2023-11-23 07:00:00,10.1,0
SM4-A.2023-11-23 08:00:00,9.38,0,SM4-B.2023-11-23 08:00:00,9.5,0,SM4-C.2023-11-23 08:00:00,11.08,0,SM4-D.2023-11-23 08:00:00,12.36,0
SM4-A.2023-11-23 09:00:00,7.96,0,SM4-B.2023-11-23 09:00:00,7.73,0,SM4-C.2023-11-23 09:00:00,10.96,0,SM4-D.2023-11-23 09:00:00,11.53,0
SM4-A.2023-11-23 10:00:00,8.11,0,SM4-B.2023-11-23 10:00:00,8.19,0,SM4-C.2023-11-23 10:00:00,8.8,0,SM4-D.2023-11-23 10:00:00,10.59,0
SM4-A.2023-11-23 11:00:00,10.39,0,SM4-B.2023-11-23 11:00:00,10.98,0,SM4-C.2023-11-23 11:00:00,9.72,0,SM4-D.2023-11-23 11:00:00,12.91,0
SM4-A.2023-11-23 12:00:00,11.17,0,SM4-B.2023-11-23 12:00:00,12.39,0,SM4-C.2023-11-23 12:00:00,11.63,0,SM4-D.2023-11-23 12:00:00,14.22,0
SM4-A.2023-11-23 13:00:00,10.78,0,SM4-B.2023-11-23 13:00:00,10.75,0,SM4-C.2023-11-23 13:00:00,13.06,0,SM4-D.2023-11-23 13:00:00,14.34,0
SM4-A.2023-11-23 14:00:00,11.54,0,SM4-B.2023-11-23 14:00:00,11.45,0,SM4-C.2023-11-23 14:00:00,10.8,0,SM4-D.2023-11-23 14:00:00,12.67,0
SM4-A.2023-11-23 15:00:00,11.75,0,SM4-B.2023-11-23 15:00:00,12.57,0,SM4-C.2023-11-23 15:00:00,11.27,0,SM4-D.2023-11-23 15:00:00,13.55,0
SM4-A.2023-11-23 16:00:00,10.5,0,SM4-B.2023-11-23 16:00:00,12.49,0,SM4-C.2023-11-23 16:00:00,10.59,0,SM4-D.2023-11-23 16:00:00,13.66,0
SM4-A.2023-11-23 17:00:00,9.91,1,SM4-B.2023-11-23 17:00:00,11.89,13,SM4-C.2023-11-23 17:00:00,11.89,6,SM4-D.2023-11-23 17:00:00,14.35,7
SM4-A.2023-11-23 18:00:00,9.52,22,SM4-B.2023-11-23 18:00:00,11.49,15,SM4-C.2023-11-23 18:00:00,10.95,6,SM4-D.2023-11-23 18:00:00,12.71,17
SM4-A.2023-11-23 19:00:00,11.45,12,SM4-B.2023-11-23 19:00:00,11.57,27,SM4-C.2023-11-23 19:00:00,11.43,8,SM4-D.2023-11-23 19:00:00,13.46,0
SM4-A.2023-11-23 20:00:00,10.18,16,SM4-B.2023-11-23 20:00:00,10.71,35,SM4-C.2023-11-23 20:00:00,11.25,6,SM4-D.2023-11-23 20:00:00,13.71,9
SM4-A.2023-11-23 21:00:00,10.37,3,SM4-B.2023-11-23 21:00:00,9.65,8,SM4-C.2023-11-23 21:00:00,11.3,0,SM4-D.2023-11-23 21:00:00,13.25,2
SM4-A.2023-11-23 22:00:00,6.99,6,SM4-B.2023-11-23 22:00:00,7.77,16,SM4-C.2023-11-23 22:00:00,8.1,1,SM4-D.2023-11-23 22:00:00,10.29,1
SM4-A.2023-11-23 23:00:00,6.94,0,SM4-B.2023-11-23 23:00:00,7.83,4,SM4-C.2023-11-23 23:00:00,9.75,5,SM4-D.2023-11-23 23:00:00,9.75,1
SM4-A.2023-11-24,9.27,2,SM4-B.2023-11-24,9.79,0,SM4-C.2023-11-24,10.43,1,SM4-D.2023-11-24,12.97,1
SM4-A.2023-11-24 01:00:00,7.16,3,SM4-B.2023-11-24 01:00:00,7.45,7,SM4-C.2023-11-24 01:00:00,8.41,3,SM4-D.2023-11-24 01:00:00,10.07,4
SM4-A.2023-11-24 02:00:00,6.57,5,SM4-B.2023-11-24 02:00:00,7.12,19,SM4-C.2023-11-24 02:00:00,8.71,1,SM4-D.2023-11-24 02:00:00,10.01,2
SM4-A.2023-11-24 03:00:00,6.83,1,SM4-B.2023-11-24 03:00:00,6.95,2,SM4-C.2023-11-24 03:00:00,9,0,SM4-D.2023-11-24 03:00:00,9.46,2
SM4-A.2023-11-24 04:00:00,7.4,1,SM4-B.2023-11-24 04:00:00,7.61,10,SM4-C.2023-11-24 04:00:00,11.21,1,SM4-D.2023-11-24 04:00:00,11.6,5
SM4-A.2023-11-24 05:00:00,9.04,7,SM4-B.2023-11-24 05:00:00,10.7,1,SM4-C.2023-11-24 05:00:00,11.64,1,SM4-D.2023-11-24 05:00:00,13.74,2
SM4-A.2023-11-24 06:00:00,12.83,0,SM4-B.2023-11-24 06:00:00,10.2,0,SM4-C.2023-11-24 06:00:00,14.27,0,SM4-D.2023-11-24 06:00:00,16.52,0
SM4-A.2023-11-24 07:00:00,12.84,0,SM4-B.2023-11-24 07:00:00,11.56,0,SM4-C.2023-11-24 07:00:00,13.39,0,SM4-D.2023-11-24 07:00:00,17.7,0
SM4-A.2023-11-24 08:00:00,12.41,0,SM4-B.2023-11-24 08:00:00,12.95,0,SM4-C.2023-11-24 08:00:00,12.94,0,SM4-D.2023-11-24 08:00:00,16.64,0
SM4-A.2023-11-24 09:00:00,13.17,0,SM4-B.2023-11-24 09:00:00,14.15,0,SM4-C.2023-11-24 09:00:00,12.63,0,SM4-D.2023-11-24 09:00:00,13.92,0
SM4-A.2023-11-24 10:00:00,11.12,0,SM4-B.2023-11-24 10:00:00,12.38,0,SM4-C.2023-11-24 10:00:00,11.77,0,SM4-D.2023-11-24 10:00:00,14.66,0
SM4-A.2023-11-24 11:00:00,9.47,0,SM4-B.2023-11-24 11:00:00,9.83,0,SM4-C.2023-11-24 11:00:00,9.36,0,SM4-D.2023-11-24 11:00:00,11.07,0
SM4-A.2023-11-24 12:00:00,9.11,0,SM4-B.2023-11-24 12:00:00,9.62,0,SM4-C.2023-11-24 12:00:00,10.15,0,SM4-D.2023-11-24 12:00:00,10.89,0
SM4-A.2023-11-24 13:00:00,12.78,0,SM4-B.2023-11-24 13:00:00,11.74,0,SM4-C.2023-11-24 13:00:00,9.22,0,SM4-D.2023-11-24 13:00:00,9.73,0
SM4-A.2023-11-24 14:00:00,10.23,0,SM4-B.2023-11-24 14:00:00,9.54,0,SM4-C.2023-11-24 14:00:00,9.65,0,SM4-D.2023-11-24 14:00:00,9.85,0
SM4-A.2023-11-24 15:00:00,8.41,0,SM4-B.2023-11-24 15:00:00,7.52,0,SM4-C.2023-11-24 15:00:00,8.77,0,SM4-D.2023-11-24 15:00:00,10.7,0
SM4-A.2023-11-24 16:00:00,6.01,0,SM4-B.2023-11-24 16:00:00,5.42,1,SM4-C.2023-11-24 16:00:00,6.59,0,SM4-D.2023-11-24 16:00:00,8.86,0
SM4-A.2023-11-24 17:00:00,7.22,11,SM4-B.2023-11-24 17:00:00,5.43,14,SM4-C.2023-11-24 17:00:00,5.75,11,SM4-D.2023-11-24 17:00:00,8.2,5
SM4-A.2023-11-24 18:00:00,8.93,25,SM4-B.2023-11-24 18:00:00,7.69,33,SM4-C.2023-11-24 18:00:00,8.45,19,SM4-D.2023-11-24 18:00:00,11.02,13
SM4-A.2023-11-24 19:00:00,9.43,4,SM4-B.2023-11-24 19:00:00,7.65,45,SM4-C.2023-11-24 19:00:00,6.65,2,SM4-D.2023-11-24 19:00:00,10.02,4
SM4-A.2023-11-24 20:00:00,9.98,5,SM4-B.2023-11-24 20:00:00,8.58,8,SM4-C.2023-11-24 20:00:00,7.86,1,SM4-D.2023-11-24 20:00:00,10.29,1
SM4-A.2023-11-24 21:00:00,8.77,1,SM4-B.2023-11-24 21:00:00,8.4,24,SM4-C.2023-11-24 21:00:00,8.96,0,SM4-D.2023-11-24 21:00:00,11.71,0
SM4-A.2023-11-24 22:00:00,9.42,3,SM4-B.2023-11-24 22:00:00,9.3,1,SM4-C.2023-11-24 22:00:00,10.09,1,SM4-D.2023-11-24 22:00:00,10.16,1
SM4-A.2023-11-24 23:00:00,10.21,4,SM4-B.2023-11-24 23:00:00,9.69,8,SM4-C.2023-11-24 23:00:00,11.31,0,SM4-D.2023-11-24 23:00:00,12.86,0
SM4-A.2023-11-25,10.02,2,SM4-B.2023-11-25,10.8,1,SM4-C.2023-11-25,12.19,0,SM4-D.2023-11-25,14.15,0
SM4-A.2023-11-25 01:00:00,10.17,0,SM4-B.2023-11-25 01:00:00,10.13,0,SM4-C.2023-11-25 01:00:00,12.73,0,SM4-D.2023-11-25 01:00:00,14.85,0
SM4-A.2023-11-25 02:00:00,13.29,2,SM4-B.2023-11-25 02:00:00,12.18,0,SM4-C.2023-11-25 02:00:00,14.19,0,SM4-D.2023-11-25 02:00:00,17.12,0
SM4-A.2023-11-25 03:00:00,10.87,2,SM4-B.2023-11-25 03:00:00,11.14,0,SM4-C.2023-11-25 03:00:00,11.84,0,SM4-D.2023-11-25 03:00:00,14.12,1
SM4-A.2023-11-25 04:00:00,11.09,0,SM4-B.2023-11-25 04:00:00,10.95,0,SM4-C.2023-11-25 04:00:00,10.92,3,SM4-D.2023-11-25 04:00:00,13.17,6
SM4-A.2023-11-25 05:00:00,7.97,2,SM4-B.2023-11-25 05:00:00,7.67,2,SM4-C.2023-11-25 05:00:00,8.66,0,SM4-D.2023-11-25 05:00:00,8.75,2
SM4-A.2023-11-25 06:00:00,9.1,0,SM4-B.2023-11-25 06:00:00,8.79,0,SM4-C.2023-11-25 06:00:00,10.23,0,SM4-D.2023-11-25 06:00:00,9.79,0
SM4-A.2023-11-25 07:00:00,8.2,0,SM4-B.2023-11-25 07:00:00,8.17,0,SM4-C.2023-11-25 07:00:00,10.87,0,SM4-D.2023-11-25 07:00:00,10.79,0
