ST.Date.H,A_Win.speed,A_Occurrence,B_ST.Date.H,B_Win.speed,B_Occurrence,C_ST.Date.H,C_Win.speed,C_Occurrence,D_ST.Date.H,D_Win.speed,D_Occurrence
SM4-A.2024-03-22,6.71,4,SM4-B.2024-03-22,7.11,2,SM4-C.2024-03-22,8.74,1,SM4-D.2024-03-22,7.03,1
SM4-A.2024-03-22 01:00:00,5.21,10,SM4-B.2024-03-22 01:00:00,4.77,10,SM4-C.2024-03-22 01:00:00,3.99,1,SM4-D.2024-03-22 01:00:00,4.57,3
SM4-A.2024-03-22 02:00:00,2.3,20,SM4-B.2024-03-22 02:00:00,3.08,50,SM4-C.2024-03-22 02:00:00,1.84,31,SM4-D.2024-03-22 02:00:00,5.25,1
SM4-A.2024-03-22 03:00:00,2.4,14,SM4-B.2024-03-22 03:00:00,2.65,25,SM4-C.2024-03-22 03:00:00,2.43,103,SM4-D.2024-03-22 03:00:00,5.37,3
SM4-A.2024-03-22 04:00:00,3.03,26,SM4-B.2024-03-22 04:00:00,2.96,24,SM4-C.2024-03-22 04:00:00,2.96,19,SM4-D.2024-03-22 04:00:00,4.9,3
SM4-A.2024-03-22 05:00:00,3.56,5,SM4-B.2024-03-22 05:00:00,3.02,14,SM4-C.2024-03-22 05:00:00,2.42,9,SM4-D.2024-03-22 05:00:00,4.21,0
SM4-A.2024-03-22 06:00:00,0.51,0,SM4-B.2024-03-22 06:00:00,1.23,0,SM4-C.2024-03-22 06:00:00,1.81,0,SM4-D.2024-03-22 06:00:00,4.42,0
SM4-A.2024-03-22 07:00:00,2.27,0,SM4-B.2024-03-22 07:00:00,2.31,0,SM4-C.2024-03-22 07:00:00,3.42,0,SM4-D.2024-03-22 07:00:00,5.27,0
SM4-A.2024-03-22 08:00:00,4.14,0,SM4-B.2024-03-22 08:00:00,3.75,0,SM4-C.2024-03-22 08:00:00,3.97,0,SM4-D.2024-03-22 08:00:00,6.22,0
SM4-A.2024-03-22 09:00:00,4.43,0,SM4-B.2024-03-22 09:00:00,4.37,0,SM4-C.2024-03-22 09:00:00,4.92,0,SM4-D.2024-03-22 09:00:00,6.06,0
SM4-A.2024-03-22 10:00:00,5.67,0,SM4-B.2024-03-22 10:00:00,5.45,0,SM4-C.2024-03-22 10:00:00,6.67,0,SM4-D.2024-03-22 10:00:00,5.87,0
SM4-A.2024-03-22 11:00:00,5.23,0,SM4-B.2024-03-22 11:00:00,6.26,0,SM4-C.2024-03-22 11:00:00,6.72,0,SM4-D.2024-03-22 11:00:00,5.91,0
SM4-A.2024-03-22 12:00:00,5.92,0,SM4-B.2024-03-22 12:00:00,7.4,0,SM4-C.2024-03-22 12:00:00,7.43,0,SM4-D.2024-03-22 12:00:00,8.2,0
SM4-A.2024-03-22 13:00:00,6.56,0,SM4-B.2024-03-22 13:00:00,8.36,0,SM4-C.2024-03-22 13:00:00,7.74,0,SM4-D.2024-03-22 13:00:00,8.68,0
SM4-A.2024-03-22 14:00:00,6.6,0,SM4-B.2024-03-22 14:00:00,8.3,0,SM4-C.2024-03-22 14:00:00,7.77,0,SM4-D.2024-03-22 14:00:00,8.11,0
SM4-A.2024-03-22 15:00:00,8.02,0,SM4-B.2024-03-22 15:00:00,8.95,0,SM4-C.2024-03-22 15:00:00,7.73,0,SM4-D.2024-03-22 15:00:00,9.7,0
SM4-A.2024-03-22 16:00:00,7.43,0,SM4-B.2024-03-22 16:00:00,9.01,0,SM4-C.2024-03-22 16:00:00,8.58,0,SM4-D.2024-03-22 16:00:00,9.39,0
SM4-A.2024-03-22 17:00:00,5.41,0,SM4-B.2024-03-22 17:00:00,6.02,0,SM4-C.2024-03-22 17:00:00,9.95,0,SM4-D.2024-03-22 17:00:00,5.56,0
SM4-A.2024-03-22 18:00:00,5.16,4,SM4-B.2024-03-22 18:00:00,4.38,3,SM4-C.2024-03-22 18:00:00,7.16,7,SM4-D.2024-03-22 18:00:00,3.97,7
SM4-A.2024-03-22 19:00:00,4.76,24,SM4-B.2024-03-22 19:00:00,3.74,29,SM4-C.2024-03-22 19:00:00,4.7,2,SM4-D.2024-03-22 19:00:00,5.33,2
SM4-A.2024-03-22 20:00:00,3.27,22,SM4-B.2024-03-22 20:00:00,3.47,56,SM4-C.2024-03-22 20:00:00,4.16,18,SM4-D.2024-03-22 20:00:00,3.72,8
SM4-A.2024-03-22 21:00:00,3.1,13,SM4-B.2024-03-22 21:00:00,2.4,34,SM4-C.2024-03-22 21:00:00,3.16,5,SM4-D.2024-03-22 21:00:00,3.79,1
SM4-A.2024-03-22 22:00:00,1.67,11,SM4-B.2024-03-22 22:00:00,2.03,16,SM4-C.2024-03-22 22:00:00,1.5,11,SM4-D.2024-03-22 22:00:00,3.32,4
SM4-A.2024-03-22 23:00:00,1.32,9,SM4-B.2024-03-22 23:00:00,1.46,17,SM4-C.2024-03-22 23:00:00,1.02,40,SM4-D.2024-03-22 23:00:00,3.34,1
SM4-A.2024-03-23,1.35,11,SM4-B.2024-03-23,1.19,41,SM4-C.2024-03-23,1.47,22,SM4-D.2024-03-23,3.11,2
SM4-A.2024-03-23 01:00:00,1.59,14,SM4-B.2024-03-23 01:00:00,1.95,28,SM4-C.2024-03-23 01:00:00,2.6,26,SM4-D.2024-03-23 01:00:00,3.88,0
SM4-A.2024-03-23 02:00:00,1,25,SM4-B.2024-03-23 02:00:00,1.31,15,SM4-C.2024-03-23 02:00:00,0.59,39,SM4-D.2024-03-23 02:00:00,2.56,3
SM4-A.2024-03-23 03:00:00,0.42,19,SM4-B.2024-03-23 03:00:00,0.19,22,SM4-C.2024-03-23 03:00:00,0.24,15,SM4-D.2024-03-23 03:00:00,1.86,5
SM4-A.2024-03-23 04:00:00,1.16,18,SM4-B.2024-03-23 04:00:00,0.87,60,SM4-C.2024-03-23 04:00:00,0.19,27,SM4-D.2024-03-23 04:00:00,2.42,3
SM4-A.2024-03-23 05:00:00,1.15,7,SM4-B.2024-03-23 05:00:00,1.29,7,SM4-C.2024-03-23 05:00:00,0.98,23,SM4-D.2024-03-23 05:00:00,3.09,0
SM4-A.2024-03-23 06:00:00,1.22,0,SM4-B.2024-03-23 06:00:00,1.84,0,SM4-C.2024-03-23 06:00:00,0.6,0,SM4-D.2024-03-23 06:00:00,3.27,0
SM4-A.2024-03-23 07:00:00,0.98,0,SM4-B.2024-03-23 07:00:00,1.18,0,SM4-C.2024-03-23 07:00:00,0.63,0,SM4-D.2024-03-23 07:00:00,2.89,0
SM4-A.2024-03-23 08:00:00,0.55,0,SM4-B.2024-03-23 08:00:00,0.69,0,SM4-C.2024-03-23 08:00:00,0.98,0,SM4-D.2024-03-23 08:00:00,2.5,0
SM4-A.2024-03-23 09:00:00,2.52,0,SM4-B.2024-03-23 09:00:00,1.62,0,SM4-C.2024-03-23 09:00:00,2.21,0,SM4-D.2024-03-23 09:00:00,3.13,0
SM4-A.2024-03-23 10:00:00,2.39,0,SM4-B.2024-03-23 10:00:00,1.4,0,SM4-C.2024-03-23 10:00:00,1.62,0,SM4-D.2024-03-23 10:00:00,2.51,0
SM4-A.2024-03-23 11:00:00,2.83,0,SM4-B.2024-03-23 11:00:00,1.83,0,SM4-C.2024-03-23 11:00:00,1.8,0,SM4-D.2024-03-23 11:00:00,1.84,0
SM4-A.2024-03-23 12:00:00,5.43,0,SM4-B.2024-03-23 12:00:00,4.92,0,SM4-C.2024-03-23 12:00:00,4.71,0,SM4-D.2024-03-23 12:00:00,3.8,0
SM4-A.2024-03-23 13:00:00,6.84,0,SM4-B.2024-03-23 13:00:00,6.35,0,SM4-C.2024-03-23 13:00:00,5.48,0,SM4-D.2024-03-23 13:00:00,3.18,0
SM4-A.2024-03-23 14:00:00,8.58,0,SM4-B.2024-03-23 14:00:00,7.36,0,SM4-C.2024-03-23 14:00:00,6.03,0,SM4-D.2024-03-23 14:00:00,4.97,0
SM4-A.2024-03-23 15:00:00,8.69,0,SM4-B.2024-03-23 15:00:00,6.34,0,SM4-C.2024-03-23 15:00:00,7.21,0,SM4-D.2024-03-23 15:00:00,5.01,0
SM4-A.2024-03-23 16:00:00,7.7,0,SM4-B.2024-03-23 16:00:00,5.05,0,SM4-C.2024-03-23 16:00:00,6.83,0,SM4-D.2024-03-23 16:00:00,4.28,0
SM4-A.2024-03-23 17:00:00,6.04,0,SM4-B.2024-03-23 17:00:00,4.61,0,SM4-C.2024-03-23 17:00:00,6.75,0,SM4-D.2024-03-23 17:00:00,3.26,0
SM4-A.2024-03-23 18:00:00,4.82,7,SM4-B.2024-03-23 18:00:00,3.96,6,SM4-C.2024-03-23 18:00:00,4.8,14,SM4-D.2024-03-23 18:00:00,2.47,5
SM4-A.2024-03-23 19:00:00,2.32,42,SM4-B.2024-03-23 19:00:00,3.63,58,SM4-C.2024-03-23 19:00:00,2.65,17,SM4-D.2024-03-23 19:00:00,0.96,10
SM4-A.2024-03-23 20:00:00,1.3,16,SM4-B.2024-03-23 20:00:00,2.71,74,SM4-C.2024-03-23 20:00:00,1.9,55,SM4-D.2024-03-23 20:00:00,0.97,7
SM4-A.2024-03-23 21:00:00,1.07,13,SM4-B.2024-03-23 21:00:00,1.31,37,SM4-C.2024-03-23 21:00:00,1.77,10,SM4-D.2024-03-23 21:00:00,2.38,1
SM4-A.2024-03-23 22:00:00,1.54,7,SM4-B.2024-03-23 22:00:00,1.46,54,SM4-C.2024-03-23 22:00:00,1.14,3,SM4-D.2024-03-23 22:00:00,1.98,5
SM4-A.2024-03-23 23:00:00,0.54,14,SM4-B.2024-03-23 23:00:00,0.82,12,SM4-C.2024-03-23 23:00:00,0.15,4,SM4-D.2024-03-23 23:00:00,1.69,4
SM4-A.2024-03-24,0.69,18,SM4-B.2024-03-24,0.89,25,SM4-C.2024-03-24,0.4,35,SM4-D.2024-03-24,2.03,1
SM4-A.2024-03-24 01:00:00,0.22,15,SM4-B.2024-03-24 01:00:00,0.64,24,SM4-C.2024-03-24 01:00:00,0.05,39,SM4-D.2024-03-24 01:00:00,0.83,0
SM4-A.2024-03-24 02:00:00,0.33,9,SM4-B.2024-03-24 02:00:00,1.09,90,SM4-C.2024-03-24 02:00:00,0.1,26,SM4-D.2024-03-24 02:00:00,1.45,6
SM4-A.2024-03-24 03:00:00,1.31,25,SM4-B.2024-03-24 03:00:00,1.48,50,SM4-C.2024-03-24 03:00:00,0.62,8,SM4-D.2024-03-24 03:00:00,2.2,7
SM4-A.2024-03-24 04:00:00,1.74,17,SM4-B.2024-03-24 04:00:00,1.81,84,SM4-C.2024-03-24 04:00:00,1.48,42,SM4-D.2024-03-24 04:00:00,2.85,1
SM4-A.2024-03-24 05:00:00,0.56,10,SM4-B.2024-03-24 05:00:00,1.4,30,SM4-C.2024-03-24 05:00:00,0.47,38,SM4-D.2024-03-24 05:00:00,3.03,1
SM4-A.2024-03-24 06:00:00,0.39,0,SM4-B.2024-03-24 06:00:00,0.4,1,SM4-C.2024-03-24 06:00:00,0.55,0,SM4-D.2024-03-24 06:00:00,2.82,0
SM4-A.2024-03-24 07:00:00,1.09,0,SM4-B.2024-03-24 07:00:00,0.95,0,SM4-C.2024-03-24 07:00:00,1.12,0,SM4-D.2024-03-24 07:00:00,2.97,0
SM4-A.2024-03-24 08:00:00,1.51,0,SM4-B.2024-03-24 08:00:00,1.14,0,SM4-C.2024-03-24 08:00:00,1.14,0,SM4-D.2024-03-24 08:00:00,2.99,0
SM4-A.2024-03-24 09:00:00,2.65,0,SM4-B.2024-03-24 09:00:00,1.77,0,SM4-C.2024-03-24 09:00:00,2.08,0,SM4-D.2024-03-24 09:00:00,3.42,0
SM4-A.2024-03-24 10:00:00,3.44,0,SM4-B.2024-03-24 10:00:00,2.6,0,SM4-C.2024-03-24 10:00:00,3.21,0,SM4-D.2024-03-24 10:00:00,4.09,0
SM4-A.2024-03-24 11:00:00,4.86,0,SM4-B.2024-03-24 11:00:00,4.31,0,SM4-C.2024-03-24 11:00:00,4.08,0,SM4-D.2024-03-24 11:00:00,4.18,0
SM4-A.2024-03-24 12:00:00,5.61,0,SM4-B.2024-03-24 12:00:00,5.39,0,SM4-C.2024-03-24 12:00:00,4.93,0,SM4-D.2024-03-24 12:00:00,4.45,0
SM4-A.2024-03-24 13:00:00,6.56,0,SM4-B.2024-03-24 13:00:00,6.77,0,SM4-C.2024-03-24 13:00:00,6.32,0,SM4-D.2024-03-24 13:00:00,4.4,0
SM4-A.2024-03-24 14:00:00,7.83,0,SM4-B.2024-03-24 14:00:00,6.94,0,SM4-C.2024-03-24 14:00:00,7.25,0,SM4-D.2024-03-24 14:00:00,3.83,0
SM4-A.2024-03-24 15:00:00,7.47,0,SM4-B.2024-03-24 15:00:00,6.74,0,SM4-C.2024-03-24 15:00:00,7.48,0,SM4-D.2024-03-24 15:00:00,3.44,0
SM4-A.2024-03-24 16:00:00,7.43,0,SM4-B.2024-03-24 16:00:00,6.2,0,SM4-C.2024-03-24 16:00:00,7.71,0,SM4-D.2024-03-24 16:00:00,3.9,0
SM4-A.2024-03-24 17:00:00,6.64,0,SM4-B.2024-03-24 17:00:00,5.6,0,SM4-C.2024-03-24 17:00:00,7.55,0,SM4-D.2024-03-24 17:00:00,2.98,0
SM4-A.2024-03-24 18:00:00,5.21,35,SM4-B.2024-03-24 18:00:00,4.93,12,SM4-C.2024-03-24 18:00:00,6.12,10,SM4-D.2024-03-24 18:00:00,2.12,4
SM4-A.2024-03-24 19:00:00,2.38,33,SM4-B.2024-03-24 19:00:00,2.91,44,SM4-C.2024-03-24 19:00:00,5.43,16,SM4-D.2024-03-24 19:00:00,0.99,5
SM4-A.2024-03-24 20:00:00,1.67,17,SM4-B.2024-03-24 20:00:00,2.33,140,SM4-C.2024-03-24 20:00:00,2.55,19,SM4-D.2024-03-24 20:00:00,0.94,37
SM4-A.2024-03-24 21:00:00,0.85,6,SM4-B.2024-03-24 21:00:00,2.35,4,SM4-C.2024-03-24 21:00:00,1.26,10,SM4-D.2024-03-24 21:00:00,1.95,1
SM4-A.2024-03-24 22:00:00,1.04,7,SM4-B.2024-03-24 22:00:00,2.9,4,SM4-C.2024-03-24 22:00:00,1.36,16,SM4-D.2024-03-24 22:00:00,2.55,2
SM4-A.2024-03-24 23:00:00,1.13,10,SM4-B.2024-03-24 23:00:00,2.14,5,SM4-C.2024-03-24 23:00:00,0.95,8,SM4-D.2024-03-24 23:00:00,1.38,0
SM4-A.2024-03-25,0.64,5,SM4-B.2024-03-25,1.73,12,SM4-C.2024-03-25,1.36,10,SM4-D.2024-03-25,1.79,4
SM4-A.2024-03-25 01:00:00,1.27,16,SM4-B.2024-03-25 01:00:00,1.33,76,SM4-C.2024-03-25 01:00:00,1.95,30,SM4-D.2024-03-25 01:00:00,2.31,10
SM4-A.2024-03-25 02:00:00,1.26,22,SM4-B.2024-03-25 02:00:00,1.33,48,SM4-C.2024-03-25 02:00:00,2.25,12,SM4-D.2024-03-25 02:00:00,2.49,21
SM4-A.2024-03-25 03:00:00,1.95,16,SM4-B.2024-03-25 03:00:00,1.95,42,SM4-C.2024-03-25 03:00:00,1.65,37,SM4-D.2024-03-25 03:00:00,3.37,15
SM4-A.2024-03-25 04:00:00,1.87,10,SM4-B.2024-03-25 04:00:00,2.06,51,SM4-C.2024-03-25 04:00:00,2.97,22,SM4-D.2024-03-25 04:00:00,3.7,16
SM4-A.2024-03-25 05:00:00,3.21,6,SM4-B.2024-03-25 05:00:00,2.67,21,SM4-C.2024-03-25 05:00:00,3.43,13,SM4-D.2024-03-25 05:00:00,4.09,0
SM4-A.2024-03-25 06:00:00,3.06,0,SM4-B.2024-03-25 06:00:00,2.49,1,SM4-C.2024-03-25 06:00:00,3.56,0,SM4-D.2024-03-25 06:00:00,4.17,0
SM4-A.2024-03-25 07:00:00,2.91,0,SM4-B.2024-03-25 07:00:00,2.78,0,SM4-C.2024-03-25 07:00:00,3.44,0,SM4-D.2024-03-25 07:00:00,4.03,0
SM4-A.2024-03-25 08:00:00,3.36,0,SM4-B.2024-03-25 08:00:00,2.64,0,SM4-C.2024-03-25 08:00:00,3.68,0,SM4-D.2024-03-25 08:00:00,3.25,0
SM4-A.2024-03-25 09:00:00,3.41,0,SM4-B.2024-03-25 09:00:00,3.95,0,SM4-C.2024-03-25 09:00:00,4,0,SM4-D.2024-03-25 09:00:00,3.63,0
SM4-A.2024-03-25 10:00:00,4.13,0,SM4-B.2024-03-25 10:00:00,4.26,0,SM4-C.2024-03-25 10:00:00,3.32,0,SM4-D.2024-03-25 10:00:00,3.45,0
SM4-A.2024-03-25 11:00:00,4.61,0,SM4-B.2024-03-25 11:00:00,4.96,0,SM4-C.2024-03-25 11:00:00,3.81,0,SM4-D.2024-03-25 11:00:00,3.74,0
SM4-A.2024-03-25 12:00:00,6.51,0,SM4-B.2024-03-25 12:00:00,6.44,0,SM4-C.2024-03-25 12:00:00,5.19,0,SM4-D.2024-03-25 12:00:00,4.08,0
SM4-A.2024-03-25 13:00:00,9.06,0,SM4-B.2024-03-25 13:00:00,8.54,0,SM4-C.2024-03-25 13:00:00,9,0,SM4-D.2024-03-25 13:00:00,5.97,0
SM4-A.2024-03-25 14:00:00,8.89,0,SM4-B.2024-03-25 14:00:00,9.62,0,SM4-C.2024-03-25 14:00:00,9.58,0,SM4-D.2024-03-25 14:00:00,8.5,0
SM4-A.2024-03-25 15:00:00,6.27,0,SM4-B.2024-03-25 15:00:00,7.02,0,SM4-C.2024-03-25 15:00:00,9.5,0,SM4-D.2024-03-25 15:00:00,7.38,0
SM4-A.2024-03-25 16:00:00,4.94,0,SM4-B.2024-03-25 16:00:00,5.25,0,SM4-C.2024-03-25 16:00:00,5.44,0,SM4-D.2024-03-25 16:00:00,5.67,0
SM4-A.2024-03-25 17:00:00,5.39,0,SM4-B.2024-03-25 17:00:00,5.57,0,SM4-C.2024-03-25 17:00:00,6.07,0,SM4-D.2024-03-25 17:00:00,6.05,0
SM4-A.2024-03-25 18:00:00,5.62,8,SM4-B.2024-03-25 18:00:00,6.04,9,SM4-C.2024-03-25 18:00:00,6.65,10,SM4-D.2024-03-25 18:00:00,7.36,1
SM4-A.2024-03-25 19:00:00,3.56,8,SM4-B.2024-03-25 19:00:00,5.03,4,SM4-C.2024-03-25 19:00:00,6.37,0,SM4-D.2024-03-25 19:00:00,5.88,1
SM4-A.2024-03-25 20:00:00,4.32,17,SM4-B.2024-03-25 20:00:00,5.39,39,SM4-C.2024-03-25 20:00:00,5.3,7,SM4-D.2024-03-25 20:00:00,5.29,3
SM4-A.2024-03-25 21:00:00,4.03,5,SM4-B.2024-03-25 21:00:00,4.98,10,SM4-C.2024-03-25 21:00:00,5.09,23,SM4-D.2024-03-25 21:00:00,4.91,8
SM4-A.2024-03-25 22:00:00,4.01,6,SM4-B.2024-03-25 22:00:00,4.93,0,SM4-C.2024-03-25 22:00:00,5.48,8,SM4-D.2024-03-25 22:00:00,6.09,1
SM4-A.2024-03-25 23:00:00,4.25,8,SM4-B.2024-03-25 23:00:00,5.16,3,SM4-C.2024-03-25 23:00:00,5.2,0,SM4-D.2024-03-25 23:00:00,7.94,2
SM4-A.2024-03-26,3.47,5,SM4-B.2024-03-26,3.98,1,SM4-C.2024-03-26,5.14,1,SM4-D.2024-03-26,6.77,1
SM4-A.2024-03-26 01:00:00,1.35,12,SM4-B.2024-03-26 01:00:00,3.4,33,SM4-C.2024-03-26 01:00:00,4.8,6,SM4-D.2024-03-26 01:00:00,7,1
SM4-A.2024-03-26 02:00:00,2.63,2,SM4-B.2024-03-26 02:00:00,3.85,32,SM4-C.2024-03-26 02:00:00,3.64,36,SM4-D.2024-03-26 02:00:00,5.19,4
SM4-A.2024-03-26 03:00:00,1.82,4,SM4-B.2024-03-26 03:00:00,2.86,36,SM4-C.2024-03-26 03:00:00,2.08,20,SM4-D.2024-03-26 03:00:00,3.83,1
SM4-A.2024-03-26 04:00:00,2.06,7,SM4-B.2024-03-26 04:00:00,2.46,79,SM4-C.2024-03-26 04:00:00,2.45,9,SM4-D.2024-03-26 04:00:00,4.05,1
SM4-A.2024-03-26 05:00:00,2.5,5,SM4-B.2024-03-26 05:00:00,2.3,6,SM4-C.2024-03-26 05:00:00,2.23,1,SM4-D.2024-03-26 05:00:00,4.32,1
SM4-A.2024-03-26 06:00:00,1.27,0,SM4-B.2024-03-26 06:00:00,1.88,0,SM4-C.2024-03-26 06:00:00,2.21,0,SM4-D.2024-03-26 06:00:00,4.45,0
SM4-A.2024-03-26 07:00:00,2.31,0,SM4-B.2024-03-26 07:00:00,2.27,0,SM4-C.2024-03-26 07:00:00,3.84,0,SM4-D.2024-03-26 07:00:00,5.06,0
SM4-A.2024-03-26 08:00:00,4.32,0,SM4-B.2024-03-26 08:00:00,4.11,0,SM4-C.2024-03-26 08:00:00,5.23,0,SM4-D.2024-03-26 08:00:00,6.59,0
SM4-A.2024-03-26 09:00:00,4.97,0,SM4-B.2024-03-26 09:00:00,4.67,0,SM4-C.2024-03-26 09:00:00,4.4,0,SM4-D.2024-03-26 09:00:00,6.27,0
SM4-A.2024-03-26 10:00:00,5.04,0,SM4-B.2024-03-26 10:00:00,5.11,0,SM4-C.2024-03-26 10:00:00,5.46,0,SM4-D.2024-03-26 10:00:00,5.87,0
SM4-A.2024-03-26 11:00:00,5.36,0,SM4-B.2024-03-26 11:00:00,5.22,0,SM4-C.2024-03-26 11:00:00,7.34,0,SM4-D.2024-03-26 11:00:00,5.51,0
SM4-A.2024-03-26 12:00:00,5.56,0,SM4-B.2024-03-26 12:00:00,6.03,0,SM4-C.2024-03-26 12:00:00,9.25,0,SM4-D.2024-03-26 12:00:00,4.21,0
SM4-A.2024-03-26 13:00:00,7.2,0,SM4-B.2024-03-26 13:00:00,7.16,0,SM4-C.2024-03-26 13:00:00,7.78,0,SM4-D.2024-03-26 13:00:00,4.97,0
SM4-A.2024-03-26 14:00:00,7.78,0,SM4-B.2024-03-26 14:00:00,8.14,0,SM4-C.2024-03-26 14:00:00,9.17,0,SM4-D.2024-03-26 14:00:00,6.22,0
SM4-A.2024-03-26 15:00:00,7.9,0,SM4-B.2024-03-26 15:00:00,8.86,0,SM4-C.2024-03-26 15:00:00,11.07,0,SM4-D.2024-03-26 15:00:00,11.94,0
SM4-A.2024-03-26 16:00:00,10.72,0,SM4-B.2024-03-26 16:00:00,12.69,0,SM4-C.2024-03-26 16:00:00,14.47,0,SM4-D.2024-03-26 16:00:00,14.85,0
SM4-A.2024-03-26 17:00:00,8.58,0,SM4-B.2024-03-26 17:00:00,10.98,0,SM4-C.2024-03-26 17:00:00,11.77,0,SM4-D.2024-03-26 17:00:00,14.89,0
SM4-A.2024-03-26 18:00:00,5.79,1,SM4-B.2024-03-26 18:00:00,8.1,0,SM4-C.2024-03-26 18:00:00,10.28,10,SM4-D.2024-03-26 18:00:00,14.26,0
SM4-A.2024-03-26 19:00:00,3.86,19,SM4-B.2024-03-26 19:00:00,5.47,26,SM4-C.2024-03-26 19:00:00,6.26,0,SM4-D.2024-03-26 19:00:00,9.73,1
SM4-A.2024-03-26 20:00:00,4.6,25,SM4-B.2024-03-26 20:00:00,4.19,120,SM4-C.2024-03-26 20:00:00,3.63,16,SM4-D.2024-03-26 20:00:00,5.94,1
SM4-A.2024-03-26 21:00:00,4.25,9,SM4-B.2024-03-26 21:00:00,5.22,52,SM4-C.2024-03-26 21:00:00,3.49,15,SM4-D.2024-03-26 21:00:00,6.07,3
SM4-A.2024-03-26 22:00:00,6.43,1,SM4-B.2024-03-26 22:00:00,7.45,26,SM4-C.2024-03-26 22:00:00,4.53,60,SM4-D.2024-03-26 22:00:00,6.54,1
SM4-A.2024-03-26 23:00:00,6.86,0,SM4-B.2024-03-26 23:00:00,6.29,2,SM4-C.2024-03-26 23:00:00,3.97,15,SM4-D.2024-03-26 23:00:00,4.91,3
SM4-A.2024-03-27,5.72,3,SM4-B.2024-03-27,5.41,23,SM4-C.2024-03-27,3.78,16,SM4-D.2024-03-27,4.88,2
SM4-A.2024-03-27 01:00:00,6.02,4,SM4-B.2024-03-27 01:00:00,6.13,19,SM4-C.2024-03-27 01:00:00,4.72,20,SM4-D.2024-03-27 01:00:00,6.46,4
SM4-A.2024-03-27 02:00:00,7.21,6,SM4-B.2024-03-27 02:00:00,6.29,20,SM4-C.2024-03-27 02:00:00,6.13,26,SM4-D.2024-03-27 02:00:00,5.86,0
SM4-A.2024-03-27 03:00:00,5.04,11,SM4-B.2024-03-27 03:00:00,5.06,12,SM4-C.2024-03-27 03:00:00,5.42,17,SM4-D.2024-03-27 03:00:00,7.08,3
SM4-A.2024-03-27 04:00:00,5.51,5,SM4-B.2024-03-27 04:00:00,5.63,8,SM4-C.2024-03-27 04:00:00,5.43,22,SM4-D.2024-03-27 04:00:00,7.55,3
SM4-A.2024-03-27 05:00:00,5.54,3,SM4-B.2024-03-27 05:00:00,5.49,1,SM4-C.2024-03-27 05:00:00,5.23,2,SM4-D.2024-03-27 05:00:00,6.94,0
SM4-A.2024-03-27 06:00:00,5.5,0,SM4-B.2024-03-27 06:00:00,4.43,0,SM4-C.2024-03-27 06:00:00,5.64,0,SM4-D.2024-03-27 06:00:00,6.51,0
SM4-A.2024-03-27 07:00:00,5.91,0,SM4-B.2024-03-27 07:00:00,5.2,0,SM4-C.2024-03-27 07:00:00,7.19,0,SM4-D.2024-03-27 07:00:00,7.9,0
SM4-A.2024-03-27 08:00:00,6.75,0,SM4-B.2024-03-27 08:00:00,6.11,0,SM4-C.2024-03-27 08:00:00,6,0,SM4-D.2024-03-27 08:00:00,7.56,0
SM4-A.2024-03-27 09:00:00,5.26,0,SM4-B.2024-03-27 09:00:00,5.64,0,SM4-C.2024-03-27 09:00:00,5.69,0,SM4-D.2024-03-27 09:00:00,7.26,0
SM4-A.2024-03-27 10:00:00,5.72,0,SM4-B.2024-03-27 10:00:00,5.97,0,SM4-C.2024-03-27 10:00:00,6.64,0,SM4-D.2024-03-27 10:00:00,6.58,0
SM4-A.2024-03-27 11:00:00,6.61,0,SM4-B.2024-03-27 11:00:00,7.1,0,SM4-C.2024-03-27 11:00:00,8.12,0,SM4-D.2024-03-27 11:00:00,6.74,0
SM4-A.2024-03-27 12:00:00,8.42,0,SM4-B.2024-03-27 12:00:00,8.9,0,SM4-C.2024-03-27 12:00:00,8.86,0,SM4-D.2024-03-27 12:00:00,10.11,0
SM4-A.2024-03-27 13:00:00,8.93,0,SM4-B.2024-03-27 13:00:00,9.23,0,SM4-C.2024-03-27 13:00:00,8.78,0,SM4-D.2024-03-27 13:00:00,10.7,0
SM4-A.2024-03-27 14:00:00,9.77,0,SM4-B.2024-03-27 14:00:00,11.18,0,SM4-C.2024-03-27 14:00:00,7.82,0,SM4-D.2024-03-27 14:00:00,10.8,0
SM4-A.2024-03-27 15:00:00,10.08,0,SM4-B.2024-03-27 15:00:00,11.44,0,SM4-C.2024-03-27 15:00:00,9.59,0,SM4-D.2024-03-27 15:00:00,13.77,0
SM4-A.2024-03-27 16:00:00,8.42,0,SM4-B.2024-03-27 16:00:00,10.11,0,SM4-C.2024-03-27 16:00:00,8.41,0,SM4-D.2024-03-27 16:00:00,13.03,0
SM4-A.2024-03-27 17:00:00,7.82,0,SM4-B.2024-03-27 17:00:00,8.16,0,SM4-C.2024-03-27 17:00:00,8.33,0,SM4-D.2024-03-27 17:00:00,11.29,0
SM4-A.2024-03-27 18:00:00,5.69,3,SM4-B.2024-03-27 18:00:00,7.24,7,SM4-C.2024-03-27 18:00:00,8.07,11,SM4-D.2024-03-27 18:00:00,9.69,2
SM4-A.2024-03-27 19:00:00,4.51,12,SM4-B.2024-03-27 19:00:00,5.51,10,SM4-C.2024-03-27 19:00:00,9.71,1,SM4-D.2024-03-27 19:00:00,11.63,2
